Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
Case27_13;0;13;0;0.9994670501384688;1.0;1.0;1.0;0.9679635633781072;0.9278976572118052;0.9278976572118052;;1.0;1.0;1.0;1.0;1.0
Case27_6;0;6;1;0.5577327816361811;1.0;1.0;1.0;0.910982410982411;0.9794080379316144;0.9794080379316144;;1.0;1.0;1.0;1.0;1.0
Case29_4;1;4;1;0.9998990597236708;1.0;1.0;1.0;0.9184005434005434;0.9666575711571244;0.9666575711571244;;1.0;1.0;1.0;1.0;1.0
Case32_6;1;6;1;0.9998338900206306;1.0;1.0;1.0;0.8893333333333333;0.9575250915212168;0.9575250915212168;1.0;1.0;1.0;1.0;1.0;1.0
Case33_2;1;2;0;0.8772933009954462;1.0;1.0;1.0;0.8814488944752328;0.9749027825457152;0.9749027825457152;;1.0;1.0;1.0;1.0;1.0
Case3_11;0;11;0;0.8156768286852529;1.0;1.0;1.0;0.9203371492391456;0.98128138488629;0.98128138488629;1.0;1.0;1.0;1.0;1.0;1.0
Case3_12;0;12;0;0.9441947718466841;1.0;1.0;1.0;0.9087510993843448;0.9000058842294726;0.9000058842294726;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999
Case3_4;0;4;1;0.6418244066497911;1.0;1.0;1.0;0.9292484997272232;0.8219359169904978;0.8219359169904978;;1.0;1.0;1.0;1.0;1.0
Case43_8;0;8;0;0.8232298312124244;1.0;1.0;1.0;0.9375939849624059;0.9514556710605264;0.9514556710605264;;1.0;1.0;1.0;1.0;1.0
Case46_11;0;11;0;0.9996679902908944;1.0;1.0;1.0;0.9835395843249246;0.9725662525562891;0.9725662525562891;;1.0;1.0;1.0;1.0;1.0
Case46_7;0;7;1;0.6626790248263752;1.0;1.0;1.0;0.8985902255639098;0.9360229739094929;0.9360229739094929;;1.0;1.0;1.0;1.0;1.0
Case47_6;0;6;0;0.8098333183590363;1.0;1.0;1.0;0.9031666666666668;0.961356178586628;0.961356178586628;;1.0;1.0;1.0;1.0;1.0
Case47_7;0;7;0;0.941886311694017;1.0;1.0;1.0;0.9324116465500082;0.9657794200757636;0.9657794200757636;;1.0;1.0;1.0;1.0;1.0
Case4_10;0;10;0;0.5465146479052034;1.0;1.0;1.0;0.9515833333333332;0.9631400670450908;0.9631400670450908;;1.0;1.0;1.0;1.0;1.0
Case6;1;1;1;0.6959479794745345;1.0;1.0;1.0;0.9130625226151708;0.7713223000216118;0.7713223000216118;;1.0;1.0;1.0;1.0;1.0
Case61_10;1;10;1;0.9999999801516986;1.0;1.0;1.0;0.789873417721519;0.9771147634941112;0.9771147634941112;;1.0;1.0;;1.0;1.0
Case62_2;0;2;0;0.9221109679445484;1.0;1.0;1.0;0.9835395843249246;0.9781500942758358;0.9781500942758358;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999
Case72;0;1;0;0.6985994817559384;1.0;1.0;1.0;0.9675280217523132;0.9811919032226444;0.9811919032226444;;1.0;1.0;1.0;1.0;1.0
Case72_5;0;5;0;0.9233016143146492;1.0;1.0;1.0;0.9845979699010928;0.9685624280047456;0.9685624280047456;;1.0;1.0;1.0;1.0;1.0
Case75_4;1;4;1;0.5132421341403786;1.0;1.0;1.0;0.9519453450671608;0.9723069400736176;0.9723069400736176;;1.0;1.0;1.0;1.0;1.0
Case78_12;1;12;1;0.9978627186984208;1.0;1.0;1.0;0.9247556412665447;0.9578975537531152;0.9578975537531152;1.0;1.0;1.0;1.0;1.0;1.0
Case7_3;0;3;0;0.9450845430824364;1.0;1.0;1.0;0.9023723783500116;0.96197186809665;0.96197186809665;;1.0;1.0;1.0;1.0;1.0
Case82;1;1;1;0.9082728611977154;1.0;1.0;1.0;0.971369931529294;0.9739953948375198;0.9739953948375198;;1.0;1.0;1.0;1.0;1.0
Case83_14;0;14;1;0.9992186037949592;1.0;1.0;1.0;0.9062918340026772;0.9780635272726558;0.9780635272726558;;1.0;1.0;1.0;1.0;1.0
Case84_4;0;4;0;0.9999999998002204;1.0;1.0;1.0;0.9130625226151708;0.965864693163212;0.965864693163212;;1.0;1.0;;1.0;1.0
Case86_2;0;2;1;0.9162755499275116;1.0;1.0;1.0;0.9160612853747746;0.9370750234824377;0.9370750234824377;;1.0;1.0;1.0;1.0;1.0
Case86_4;0;4;1;0.9350287250097198;1.0;1.0;1.0;0.8289900937876016;0.945214187318468;0.945214187318468;;1.0;1.0;1.0;1.0;1.0
Case89_13;0;13;0;0.9999999732225776;1.0;1.0;1.0;0.8907894736842106;0.9784435046166272;0.9784435046166272;;1.0;1.0;;1.0;1.0
Case90_8;0;8;0;0.9999999879131825;1.0;1.0;1.0;0.9009478996181124;0.9585430251262484;0.9585430251262484;;1.0;1.0;;1.0;1.0
Case91_11;1;11;1;0.9997924150417166;1.0;1.0;1.0;0.8537592187067381;-0.666794681079;-0.666794681079;1.0;1.0;1.0;1.0;1.0;1.0
Case91_7;1;7;1;0.999999437326103;1.0;1.0;1.0;0.8231031543052003;0.9782326809072512;0.9782326809072512;1.0;1.0;1.0;;1.0;1.0
Case93;1;1;1;0.9999999714396878;1.0;1.0;1.0;0.7928682342502218;0.9815438237165864;0.9815438237165864;;1.0;1.0;;1.0;1.0
Case95_13;1;13;1;0.9999999999851459;1.0;1.0;1.0;0.7911949685534592;0.9684314278639179;0.9684314278639179;1.0;1.0;1.0;;1.0;1.0
Case96_7;0;7;1;0.9997846003820664;1.0;1.0;1.0;0.9695836997947817;0.9643884777729193;0.9643884777729193;;1.0;1.0;1.0;1.0;1.0
Case99_3;0;3;1;0.9999737074006728;1.0;1.0;1.0;0.9046649105611372;0.04373780645048708;0.04373780645048708;;1.0;1.0;1.0;1.0;1.0
Case9_6;0;6;0;0.9994904442954036;1.0;1.0;1.0;0.966616390145802;0.9665515144092379;0.9665515144092379;1.0;1.0;1.0;1.0;1.0;1.0
