Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability
1;1;0.96733844;1;1;1;0.665348901;0.9942119420000001;0.9942119420000001;1.0;1.0;1.0
1;1;0.5694691999999999;1;1;1;0.39915358100000004;0.997385475;0.997385475;;1.0;1.0
1;1;0.99958557;1;1;1;0.517259672;0.9917119809999999;0.9917119809999999;1.0;1.0;1.0
1;1;0.74729824;1;1;1;0.367315574;0.996647305;0.996647305;1.0;1.0;1.0
0;1;0.7763135;1;1;1;0.284591195;0.994093835;0.994093835;1.0;1.0;1.0
1;1;0.8221375;1;1;1;0.597640004;0.997720458;0.997720458;1.0;1.0;1.0
1;1;0.86402607;1;1;1;0.507740283;0.995768627;0.995768627;1.0;1.0;1.0
1;1;0.816655;1;1;1;0.644079398;0.997114148;0.997114148;1.0;1.0;1.0
1;1;0.96589166;1;1;1;0.397799653;0.9966351920000001;0.9966351920000001;1.0;1.0;1.0
1;1;0.92179084;1;1;1;0.350887675;0.996387769;0.996387769;1.0;1.0;1.0
1;1;0.99838173;1;1;1;0.463443396;0.9965050609999999;0.9965050609999999;1.0;1.0;1.0
1;1;0.52670646;1;1;1;0.441025641;0.9953875240000001;0.9953875240000001;;1.0;1.0
1;1;0.7880144;1;1;1;0.098903373;0.99684653;0.99684653;;1.0;1.0
1;1;0.9923252;1;1;1;0.09742772599999999;0.990050915;0.990050915;1.0;1.0;1.0
0;1;0.6812984000000001;1;1;1;0.544983749;0.9894267440000001;0.9894267440000001;1.0;1.0;1.0
1;1;0.7461215;1;1;1;0.484752285;0.993576681;0.993576681;;1.0;1.0
0;1;0.7507196;1;1;1;0.09649826199999999;0.994520005;0.994520005;;1.0;1.0
1;1;0.88808596;1;1;1;0.335326487;0.985810792;0.985810792;1.0;1.0;1.0
0;1;0.9653608;1;1;1;0.56273607;0.996908162;0.996908162;1.0;1.0;1.0
1;1;0.5119617;1;1;1;0.10921440199999999;0.995311469;0.995311469;;1.0;1.0
1;1;0.81574804;1;1;1;0.64424435;0.9938025890000001;0.9938025890000001;1.0;1.0;1.0
1;1;0.9402316999999999;1;1;1;0.469830975;0.997081135;0.997081135;1.0;1.0;1.0
0;1;0.85116714;1;1;1;0.539969834;0.997621372;0.997621372;1.0;1.0;1.0
1;1;0.8994235999999999;1;1;1;0.456551535;0.9968095840000001;0.9968095840000001;1.0;1.0;1.0
1;1;0.9636055;1;1;1;0.046873713;0.9959229359999999;0.9959229359999999;1.0;1.0;1.0
1;1;0.96555793;1;1;1;0.418935392;0.989976121;0.989976121;1.0;1.0;1.0
1;1;0.88794357;1;1;1;0.665630693;0.99473658;0.99473658;1.0;1.0;1.0
1;1;0.9053882;1;1;1;0.200353513;0.991756448;0.991756448;1.0;1.0;1.0
0;1;0.7383111;1;1;1;0.380952381;0.993350398;0.993350398;;1.0;1.0
1;1;0.8717039000000001;1;1;1;0.514083567;0.997707256;0.997707256;1.0;1.0;1.0
1;1;0.9199753;1;1;1;0.259490813;0.9969155999999999;0.9969155999999999;1.0;1.0;1.0
1;1;0.90655273;1;1;1;0.22527277;0.981186094;0.981186094;1.0;1.0;1.0
1;1;0.9893995000000001;1;1;1;0.258491055;0.994298668;0.994298668;1.0;1.0;1.0
1;1;0.92548347;1;1;1;0.20519378300000002;0.997514555;0.997514555;1.0;1.0;1.0
0;1;0.5694691999999999;1;1;1;0.309238215;0.9975264290000001;0.9975264290000001;;1.0;1.0
1;1;0.65949386;1;1;1;0.5212698410000001;0.995872304;0.995872304;;1.0;1.0
1;1;0.9170674000000001;1;1;1;0.508308532;0.997330885;0.997330885;1.0;1.0;1.0
0;1;0.8886386000000001;1;1;1;0.427627958;0.954294027;0.954294027;1.0;1.0;1.0
1;1;0.8282178;1;1;1;0.577702185;0.991662645;0.991662645;;1.0;1.0
0;1;0.5207444;1;1;1;0.297366352;0.987643658;0.987643658;;1.0;1.0
1;1;0.924601;1;1;1;0.6735095;0.9931555040000001;0.9931555040000001;1.0;1.0;1.0
1;1;0.95164543;1;1;1;0.018519341;0.995500501;0.995500501;1.0;1.0;1.0
1;1;0.9973876;1;1;1;0.494720965;0.996576962;0.996576962;1.0;1.0;1.0
1;1;0.73704845;1;1;1;0.219233344;0.995278952;0.995278952;;1.0;1.0
