,Case ID,Actual,Prefix Length,Prediction,Prediction Probability,LIME Subset Stability,LIME Weight Stability,LIME Adjusted Weight Stability
158,Case17_12,1,12,1,0.9969357,0.32961538461538453,0.736423869231572,0.736423869231572
159,Case17_13,1,13,1,0.99687,0.2531838316722036,0.8275837125279949,0.8275837125279949
160,Case17_14,1,14,1,0.9983499,0.3401242236024843,0.8375189801160591,0.8375189801160591
161,Case17_15,1,15,1,0.9988049000000001,0.13216227519866175,0.8491051706497261,0.8491051706497261
162,Case17_16,1,16,1,0.9987924000000001,0.44838280903854666,0.6998906206293005,0.6998906206293005
163,Case185,0,1,0,0.94180965,0.44235511966505237,0.7700289366836199,0.7700289366836199
164,Case185_10,0,10,0,0.9986687,0.22828819123832989,0.8457747144894678,0.8457747144894678
165,Case185_3,0,3,0,0.9990198,0.28066666666666673,0.8600873413366319,0.8600873413366319
166,Case185_5,0,5,0,0.9999093000000001,0.3449509803921569,0.9116413616009068,0.9116413616009068
167,Case185_6,0,6,0,0.9999292,0.4763012873946466,0.6456309203962549,0.6456309203962549
168,Case185_8,0,8,0,0.9992690999999999,0.26979978969067875,0.5871396249215342,0.5871396249215342
169,Case187_10,1,10,1,0.99774075,0.7118555806283631,0.9128586880027361,0.9128586880027361
170,Case187_13,1,13,1,0.9963617,0.8321197411003236,0.8603004620276098,0.8603004620276098
171,Case187_14,1,14,1,0.99717426,0.6213503649635035,0.8434280689336023,0.8434280689336023
172,Case187_16,1,16,1,0.99743974,0.6068480173230477,-3.517094515859977,-3.517094515859977
173,Case187_17,1,17,1,0.9981280999999999,0.7118555806283631,0.2888738233073038,0.2888738233073038
174,Case187_18,1,18,1,0.99658054,0.6844586374695865,0.13664710711556716,0.13664710711556716
175,Case187_20,1,20,1,0.9958203999999999,0.5506834483691972,0.8741963926250875,0.8741963926250875
176,Case187_3,1,3,1,0.9942549,0.6213503649635037,0.8598147750176642,0.8598147750176642
177,Case187_7,1,7,1,0.99722517,0.6068480173230477,0.6490639794388022,0.6490639794388022
178,Case188_11,1,11,1,0.99858874,0.5506834483691974,-1.9961353998854254,-1.9961353998854254
179,Case188_12,1,12,1,0.9982376000000001,0.7118555806283631,0.7290625527448698,0.7290625527448698
180,Case188_13,1,13,1,0.9944271000000001,0.8321197411003236,0.6674200648043536,0.6674200648043536
181,Case188_15,1,15,1,0.99756145,0.5506834483691974,0.8835023858042415,0.8835023858042415
182,Case188_16,1,16,1,0.9986966,0.5393495393495393,0.8505826171189504,0.8505826171189504
183,Case188_18,1,18,1,0.9989706,0.5393495393495393,0.7290500150805754,0.7290500150805754
184,Case188_19,1,19,1,0.9970084000000001,0.7118555806283631,0.7347426803233716,0.7347426803233716
185,Case188_3,1,3,1,0.99643326,0.5445121951219511,0.8502585509887697,0.8502585509887697
186,Case188_4,1,4,1,0.99269134,1.0,0.7597374283264234,0.7597374283264234
187,Case18_11,1,11,1,0.9999329,0.7838916854712723,0.9068524254668446,0.9068524254668446
188,Case18_13,1,13,1,0.9999126,0.7118555806283631,0.8639672678283967,0.8639672678283967
189,Case18_16,1,16,1,0.99996054,0.5951219512195121,0.8467551422033329,0.8467551422033329
190,Case18_17,1,17,1,0.99991834,0.6213503649635037,0.858463187826129,0.858463187826129
191,Case18_19,1,19,1,0.9998994000000001,1.0,-0.27230973698372285,-0.27230973698372285
192,Case18_2,1,2,1,0.9998617,0.8321197411003236,-1.6953485620314006,-1.6953485620314006
193,Case18_20,1,20,1,0.9998994000000001,0.6213503649635037,-5.525310834594267,-5.525310834594267
194,Case18_5,1,5,1,0.99980074,0.7118555806283631,0.9039757988317071,0.9039757988317071
195,Case18_9,1,9,1,0.9999988999999999,1.0,0.8904078708790806,0.8904078708790806
196,Case190_2,0,2,0,0.9953216,0.31870528275997256,0.9012224617253521,0.9012224617253521
197,Case190_3,0,3,0,0.99100786,0.3072248931623933,0.8733090059495564,0.8733090059495564
198,Case190_4,0,4,0,0.99885076,0.01933404940923722,0.9115592711431766,0.9115592711431766
199,Case190_5,0,5,0,0.9992312,0.1123607134232587,-0.4882070196633306,-0.4882070196633306
200,Case192,0,1,0,0.98074484,0.8321197411003236,0.6885011989912273,0.6885011989912273
201,Case192_10,0,10,0,0.99944395,0.6844586374695865,0.7342145405978349,0.7342145405978349
202,Case192_11,0,11,0,0.99448603,0.6844586374695864,0.831648014749679,0.831648014749679
203,Case192_12,0,12,0,0.9930502,1.0,0.9000766948721536,0.9000766948721536
204,Case192_13,0,13,0,0.996693,0.7191771552307484,-1.41404359124448,-1.41404359124448
205,Case192_14,0,14,0,0.99882627,0.7118555806283631,0.7977323727146278,0.7977323727146278
206,Case192_15,0,15,0,0.99833566,0.6213503649635037,0.6139368730005375,0.6139368730005375
207,Case192_16,0,16,0,0.9980839,0.7118555806283631,0.8018766640624726,0.8018766640624726
208,Case192_17,0,17,0,0.9977075999999999,0.5445121951219511,0.8349763850037848,0.8349763850037848
209,Case192_18,0,18,0,0.99745303,0.5951219512195121,0.8723247948586046,0.8723247948586046
210,Case192_19,0,19,0,0.994616,0.7118555806283631,0.8688472539444357,0.8688472539444357
211,Case192_20,0,20,0,0.9975286,0.6314796314796315,0.8913351771006497,0.8913351771006497
212,Case192_8,0,8,0,0.9983515,0.6068480173230477,0.7493609930478453,0.7493609930478453
213,Case192_9,0,9,0,0.9984466000000001,1.0,0.8589237533870877,0.8589237533870877
214,Case194,1,1,1,0.9926125,0.17272776251279554,0.8649109034155498,0.8649109034155498
215,Case194_11,1,11,1,0.9996716999999998,0.48189762796504354,0.9087290459542137,0.9087290459542137
216,Case194_13,1,13,1,0.9997296999999998,0.37784325889164605,0.8634766108658432,0.8634766108658432
217,Case195_10,0,10,0,0.9993042,0.27343280461992736,0.6871962376342313,0.6871962376342313
218,Case195_12,0,12,0,0.9994895,0.13816600687909641,0.9008706201114072,0.9008706201114072
219,Case195_13,0,13,0,0.9944617,0.12874964673583877,0.6102709857034274,0.6102709857034274
220,Case195_14,0,14,0,0.99436134,0.27826086956521745,0.8993451626106804,0.8993451626106804
221,Case195_4,0,4,0,0.9998731,0.23899755501222486,0.855530401639815,0.855530401639815
222,Case195_6,0,6,0,0.9973035,0.47667087011349296,0.8754068415058838,0.8754068415058838
223,Case199_7,1,7,1,0.99880123,0.5506834483691972,0.9073319773607232,0.9073319773607232
224,Case199_9,1,9,1,0.9984269,0.6068480173230477,0.6160435610977867,0.6160435610977867
225,Case19_10,1,10,1,0.9998565,0.20164222873900284,0.5512189080440377,0.5512189080440377
226,Case19_11,1,11,1,0.9987173,0.5246452852497783,-0.11609499468750784,-0.11609499468750784
227,Case19_12,1,12,1,0.9965712,0.4857496902106567,0.8433041656636573,0.8433041656636573
228,Case19_13,1,13,1,0.9957254999999999,0.4908149006509662,0.7626857150741223,0.7626857150741223
229,Case19_5,1,5,1,0.9858964,0.1643383926099321,0.7350163181919822,0.7350163181919822
230,Case19_7,1,7,1,0.9975299000000001,0.32558077578857636,0.7923389688822393,0.7923389688822393
231,Case1_2,1,2,1,0.99516875,0.14330136664140702,0.6974958106639416,0.6974958106639416
232,Case1_4,1,4,1,0.9993963,0.3471109839816934,0.7293335520337048,0.7293335520337048
233,Case200_3,1,3,1,0.9977271999999999,0.3401242236024844,0.8287207903168379,0.8287207903168379
234,Case201_12,1,12,1,0.9943801999999999,0.25709876543209875,0.8020222837368652,0.8020222837368652
235,Case201_13,1,13,1,0.9960424000000001,0.2996174617461743,0.8898509685042434,0.8898509685042434
236,Case201_15,1,15,1,0.99736565,0.23701863354037267,0.8166623198545807,0.8166623198545807
237,Case201_16,1,16,1,0.99815315,0.086777650210486,0.8750464932408331,0.8750464932408331
238,Case201_17,1,17,1,0.9996927999999999,0.21252371916508528,0.33232501139033976,0.33232501139033976
239,Case201_19,1,19,1,0.99913377,0.25835032344131503,0.6281793779986831,0.6281793779986831
240,Case201_8,1,8,1,0.9987709000000001,0.2795307917888563,0.8586543015030321,0.8586543015030321
241,Case201_9,1,9,1,0.9975139000000001,0.16716110568197706,0.877377006954169,0.877377006954169
242,Case203_5,0,5,0,0.99610347,0.43278375149342874,0.91021770152814,0.91021770152814
243,Case203_6,0,6,0,0.9940486999999999,0.2831875526813966,0.8333901485378977,0.8333901485378977
244,Case203_7,0,7,0,0.9992267,0.47186515784076755,0.8390937535588215,0.8390937535588215
245,Case205_3,0,3,0,0.99977225,0.46404686130713535,0.8936050489843655,0.8936050489843655
246,Case206_2,1,2,1,0.98173565,0.3559710316287318,0.8901743540302874,0.8901743540302874
247,Case206_5,1,5,1,0.99696475,0.4342387785010736,0.8840760399414103,0.8840760399414103
248,Case206_9,1,9,1,0.99708825,0.37395614460427784,0.8921448642874461,0.8921448642874461
249,Case207,1,1,1,0.99988985,0.3215165249063554,0.8789055906016567,0.8789055906016567
250,Case207_10,1,10,1,0.9999950000000001,0.25955079764903444,0.8614035745639095,0.8614035745639095
251,Case207_14,1,14,1,0.99999964,0.3228788977519942,0.738788059817111,0.738788059817111
252,Case207_15,1,15,1,0.99999964,0.16837370858567846,0.8427964696090133,0.8427964696090133
253,Case207_17,1,17,1,0.99999714,0.27930091634643794,0.8589391152997417,0.8589391152997417
254,Case207_8,1,8,1,0.99999607,0.2973849543080941,0.7932863365419626,0.7932863365419626
255,Case208_2,1,2,1,0.99455786,0.3131034482758619,0.8395381781675346,0.8395381781675346
256,Case208_5,1,5,1,0.9999720999999999,0.43310287031217265,0.791381396706138,0.791381396706138
257,Case208_7,1,7,1,0.99990094,0.2916457233810841,0.8076603927988032,0.8076603927988032
258,Case209_10,0,10,0,0.99510103,0.6213503649635037,0.776466345338419,0.776466345338419
259,Case209_11,0,11,0,0.9830068000000001,0.8321197411003236,0.9172304592966741,0.9172304592966741
260,Case209_12,0,12,0,0.96500736,0.6844586374695864,0.868059988168039,0.868059988168039
261,Case209_3,0,3,0,0.9880344999999999,0.49390243902439,0.8647743434942587,0.8647743434942587
262,Case209_5,0,5,0,0.9972889000000001,0.8321197411003236,0.8513848706538554,0.8513848706538554
263,Case209_7,0,7,0,0.994822,0.6213503649635037,0.6899376353812998,0.6899376353812998
264,Case209_9,0,9,0,0.9925625,1.0,0.8638693233100982,0.8638693233100982
265,Case20_10,1,10,1,0.9998708000000001,0.8321197411003236,0.8653555455535379,0.8653555455535379
266,Case20_12,1,12,1,0.99941194,0.6213503649635037,0.9002576562285914,0.9002576562285914
267,Case20_13,1,13,1,0.9998097,0.7838916854712723,0.8219500958169861,0.8219500958169861
268,Case20_16,1,16,1,0.9999385000000001,0.7118555806283631,0.842995850421944,0.842995850421944
269,Case20_20,1,20,1,0.9994184000000002,0.6213503649635037,0.8470834905483415,0.8470834905483415
270,Case20_5,1,5,1,0.99997604,0.6213503649635037,0.7571991003228423,0.7571991003228423
271,Case20_7,1,7,1,0.99986136,0.7118555806283631,0.9010969596341564,0.9010969596341564
272,Case20_8,1,8,1,0.9992386999999999,0.8321197411003236,0.841340624210313,0.841340624210313
273,Case21,1,1,1,0.9754495000000001,0.09984606773019855,0.7146305266794837,0.7146305266794837
274,Case210,0,1,0,0.9807544,0.17240754169688188,0.8875567211729957,0.8875567211729957
275,Case210_12,0,12,0,0.9963607,0.2519429094884902,0.8103762659240399,0.8103762659240399
276,Case210_13,0,13,0,0.99912363,0.3683409436834095,0.6825953929532018,0.6825953929532018
277,Case210_14,0,14,0,0.99924123,0.23617637844611516,0.47205107720933726,0.47205107720933726
278,Case210_15,0,15,0,0.99890685,0.11123369459406818,0.6882506406279929,0.6882506406279929
279,Case210_16,0,16,0,0.996216,0.13582817705854355,0.6988858756092762,0.6988858756092762
280,Case210_17,0,17,0,0.9956629000000001,0.35501022494887513,0.8358784996621,0.8358784996621
281,Case210_18,0,18,0,0.9972641,0.32980742056602996,0.8148631515985337,0.8148631515985337
282,Case210_19,0,19,0,0.9952736999999999,0.19448757763975155,0.7707431293279736,0.7707431293279736
283,Case210_20,0,20,0,0.9962898000000001,0.3195031055900621,0.8543945946585562,0.8543945946585562
284,Case210_3,0,3,0,0.977567,0.0863802455686431,0.9081463376875056,0.9081463376875056
285,Case210_7,0,7,0,0.99732685,0.23713235294117652,0.7929355305978483,0.7929355305978483
286,Case210_8,0,8,0,0.9893886999999999,0.3406370085722731,0.8914655661715526,0.8914655661715526
287,Case210_9,0,9,0,0.9932620000000001,0.22989849505464932,0.6219959890876641,0.6219959890876641
288,Case211_4,0,4,0,0.99745274,0.29975988058926595,0.9194097569545289,0.9194097569545289
289,Case211_5,0,5,0,0.9962124,0.5426107815488347,0.8839836170232415,0.8839836170232415
290,Case211_7,0,7,0,0.9888882999999999,0.3039556962025316,0.895315571147847,0.895315571147847
291,Case211_9,0,9,0,0.9895229,0.3195031055900621,0.8902987717669151,0.8902987717669151
