Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
Case118_3;1;3;1;0.9897217968709708;1.0;0.7316849180218036;0.7316849180218036;0.8188909867832654;0.9721223057565832;0.9721223057565832;;1.0;1.0;;1.0;1.0
Case124_3;0;3;1;1.0;1.0;0.6692113371808756;0.6692113371808756;0.9317024362275012;0.9734183300554424;0.9734183300554424;;1.0;1.0;;1.0;1.0
Case238_3;1;3;1;1.0;0.8876404494382023;0.8721856914384474;0.8721856914384474;0.8692659757208241;0.98084102351319;0.98084102351319;;1.0;1.0;;1.0;1.0
Case252_3;0;3;1;0.9999998067597362;1.0;0.5848392324363996;0.5848392324363996;0.9072122434017597;0.9281686842921244;0.9281686842921244;;1.0;1.0;;1.0;1.0
Case253_3;1;3;1;1.0;1.0;0.5011854060033021;0.5011854060033021;0.7805127041742286;0.9796758386872182;0.9796758386872182;;1.0;1.0;;1.0;1.0
Case263_3;0;3;0;1.0;1.0;0.7993040297172551;0.7993040297172551;1.0;0.9840065945060366;0.9840065945060366;;1.0;1.0;;1.0;1.0
Case73_3;1;3;1;1.0;0.8876404494382023;0.8792188396520143;0.8792188396520143;0.938143655088148;0.9490159156764688;0.9490159156764688;;1.0;1.0;;1.0;1.0
Case101_4;0;4;0;1.0;1.0;0.8935087374537153;0.8935087374537153;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case125_4;0;4;1;0.5232988637491162;1.0;0.9007820500126904;0.9007820500126904;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case163_4;1;4;1;1.0;0.8320895522388059;0.8520384570446847;0.8520384570446847;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case229_4;0;4;0;0.9999999948884976;1.0;0.4703589951661886;0.4703589951661886;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case265_4;0;4;0;1.0;1.0;0.8392897325407618;0.8392897325407618;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case267_4;1;4;1;1.0;1.0;0.9338048087938424;0.9338048087938424;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case38_4;1;4;1;1.0;1.0;0.8504138309155963;0.8504138309155963;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case53_4;1;4;0;0.9999999999989201;1.0;0.8754039894429385;0.8754039894429385;;1.0;1.0;;1.0;1.0;;1.0;1.0
Case102_5;1;5;0;1.0;1.0;0.9911994009955116;0.9911994009955116;0.08125872498836663;0.9653265853315018;0.9653265853315018;;1.0;1.0;;1.0;1.0
Case174_5;1;5;0;0.9999982346962732;1.0;0.9922976184527588;0.9922976184527588;0.2819584192023279;0.8947796480247842;0.8947796480247842;;1.0;1.0;;1.0;1.0
Case211_5;0;5;0;1.0;1.0;0.9921725090183674;0.9921725090183674;0.16048877416969798;0.9388970861418388;0.9388970861418388;;1.0;1.0;;1.0;1.0
Case248_5;1;5;0;0.9999999986778504;1.0;0.9912420315273316;0.9912420315273316;0.15295593976575586;0.9541093486131296;0.9541093486131296;;1.0;1.0;;1.0;1.0
Case269_5;0;5;0;1.0;1.0;0.9901801513655836;0.9901801513655836;0.7905541377643368;0.9445210872782116;0.9445210872782116;;1.0;1.0;;1.0;1.0
Case27_5;0;5;0;1.0;1.0;0.9845121981197996;0.9845121981197996;0.20079626103513948;0.9696285010013777;0.9696285010013777;;1.0;1.0;;1.0;1.0
Case56_5;0;5;0;1.0;1.0;0.9958861796725628;0.9958861796725628;0.1998881209992639;0.9383114288515468;0.9383114288515468;;1.0;1.0;;1.0;1.0
Case73_5;1;5;1;1.0;1.0;0.9895005932621036;0.9895005932621036;1.0;0.7535720030083221;0.7535720030083221;;1.0;1.0;;1.0;1.0
Case177_6;1;6;1;1.0;1.0;0.7708583311094609;0.7708583311094609;1.0;0.9405654170546268;0.9405654170546268;;1.0;1.0;;1.0;1.0
Case223_6;0;6;0;0.9999999993453058;1.0;0.7339367396552787;0.7339367396552787;0.2666549378372043;0.8991368803308887;0.8991368803308887;;1.0;1.0;;1.0;1.0
Case229_6;0;6;0;0.9999999999999716;1.0;0.7825347051399614;0.7825347051399614;0.04791906682027669;0.9272986334932516;0.9272986334932516;;1.0;1.0;;1.0;1.0
Case244_6;1;6;1;1.0;1.0;-0.10296108924587144;-0.10296108924587144;0.0888561433774202;0.9560435012291832;0.9560435012291832;;1.0;1.0;;1.0;1.0
Case38_6;1;6;1;0.9999999999996732;1.0;0.5557122851195441;0.5557122851195441;0.2384457741314199;0.9488797681640057;0.9488797681640057;;1.0;1.0;;1.0;1.0
Case39_6;0;6;0;0.9907437214258512;1.0;0.8712481309066991;0.8712481309066991;0.8410130845677439;0.9595887985536724;0.9595887985536724;;1.0;1.0;;1.0;1.0
Case70_6;1;6;1;1.0;1.0;0.6689792898660476;0.6689792898660476;0.8321048321048321;0.1067363991770064;0.1067363991770064;;1.0;1.0;;1.0;1.0
Case72_6;0;6;0;1.0;1.0;0.7114222519855453;0.7114222519855453;0.17273877292852646;0.9490763415174815;0.9490763415174815;;1.0;1.0;;1.0;1.0
Case109_7;1;7;1;1.0;1.0;0.9221718855258104;0.9221718855258104;0.8320817688777639;0.9423183065320292;0.9423183065320292;;1.0;1.0;;1.0;1.0
Case119_7;0;7;1;1.0;1.0;0.8548995960623412;0.8548995960623412;0.6638298485110306;0.6059626829197516;0.6059626829197516;;1.0;1.0;;1.0;1.0
Case185_7;0;7;0;1.0;1.0;0.9515067531010024;0.9515067531010024;0.8504829123328381;0.8967360859685843;0.8967360859685843;;1.0;1.0;;1.0;1.0
Case245_7;1;7;1;0.9999837011165332;1.0;0.7728962536873651;0.7728962536873651;0.6509040858268758;0.9525771283333092;0.9525771283333092;;1.0;1.0;;1.0;1.0
Case250_7;0;7;0;1.0;1.0;0.8955534692556456;0.8955534692556456;0.7563027295285359;0.9632192281887596;0.9632192281887596;;1.0;1.0;;1.0;1.0
Case32_7;1;7;1;1.0;1.0;0.3840364014236353;0.3840364014236353;0.5957849191898335;0.8734323353824841;0.8734323353824841;;1.0;1.0;;1.0;1.0
Case34_7;0;7;0;1.0;1.0;0.949082794583638;0.949082794583638;0.8254165091087039;0.9687712581428041;0.9687712581428041;;1.0;1.0;;1.0;1.0
Case93_7;1;7;1;1.0;1.0;0.9160471704194066;0.9160471704194066;1.0;0.9635799526015308;0.9635799526015308;;1.0;1.0;;1.0;1.0
Case103_8;1;8;1;1.0;0.7838107324147934;0.6925157542792044;0.6925157542792044;1.0;0.925072084908386;0.925072084908386;;1.0;1.0;;1.0;1.0
Case106_8;0;8;0;1.0;1.0;0.9077792351316128;0.9077792351316128;1.0;0.8108657428451952;0.8108657428451952;;1.0;1.0;;1.0;1.0
Case11_8;1;8;0;0.9430685544444606;0.8320659062103929;-8.348425471242312;-8.348425471242312;1.0;0.9607916108584258;0.9607916108584258;;1.0;1.0;;1.0;1.0
Case223_8;0;8;0;0.9999999999999716;0.8320659062103929;-6.239412009899369;-6.239412009899369;1.0;0.9748502250144782;0.9748502250144782;;1.0;1.0;;1.0;1.0
Case225_8;1;8;0;1.0;0.8320659062103929;-6.8586008357975485;-6.8586008357975485;1.0;0.9672753345680238;0.9672753345680238;;1.0;1.0;;1.0;1.0
Case250_8;0;8;0;1.0;1.0;0.9667568615952896;0.9667568615952896;0.9769257560805712;0.9809608673470072;0.9809608673470072;;1.0;1.0;;1.0;1.0
Case63_8;1;8;1;1.0;0.8320659062103929;0.3696469696414821;0.3696469696414821;0.9790480708412396;0.957955474061348;0.957955474061348;;1.0;1.0;;1.0;1.0
Case64_8;0;8;1;0.9999999999999148;0.8320659062103929;0.027586598751751068;0.027586598751751068;1.0;0.9688535033356492;0.9688535033356492;;1.0;1.0;;1.0;1.0
Case103_9;1;9;1;1.0;1.0;0.7739332676191899;0.7739332676191899;0.934754062482902;0.9524954897446694;0.9524954897446694;;1.0;1.0;;1.0;1.0
Case187_9;1;9;1;1.0;1.0;0.6032037374930638;0.6032037374930638;0.9782513541609672;0.9671601848659356;0.9671601848659356;;1.0;1.0;;1.0;1.0
Case201_9;1;9;1;1.0;1.0;0.8399950121994204;0.8399950121994204;0.8961659023625703;0.9684320429150473;0.9684320429150473;;1.0;1.0;;1.0;1.0
Case252_9;0;9;0;1.0;1.0;-6.15022503014297;-6.15022503014297;0.8912567708048367;0.961114471052735;0.961114471052735;;1.0;1.0;;1.0;1.0
Case259_9;1;9;1;1.0;1.0;0.8533639470732578;0.8533639470732578;0.934754062482902;0.971192142108683;0.971192142108683;;1.0;1.0;;1.0;1.0
Case34_9;0;9;0;1.0;1.0;0.9578759602781076;0.9578759602781076;0.9742834961506114;0.9706003319870192;0.9706003319870192;;1.0;1.0;;1.0;1.0
Case40_9;0;9;0;1.0;1.0;0.9369356326245952;0.9369356326245952;0.9556559571619812;0.9631228978769176;0.9631228978769176;;1.0;1.0;;1.0;1.0
Case9_9;0;9;0;1.0;1.0;0.7519397426491689;0.7519397426491689;0.934754062482902;0.96250336863003;0.96250336863003;;1.0;1.0;;1.0;1.0
Case155_10;0;10;0;0.9999999999999004;1.0;0.15955152738553735;0.15955152738553735;0.8046363040629095;0.9677744733922264;0.9677744733922264;;1.0;1.0;;1.0;1.0
Case192_10;0;10;0;1.0;1.0;0.8927121176150444;0.8927121176150444;1.0;0.9232512638140219;0.9232512638140219;;1.0;1.0;;1.0;1.0
Case194_10;1;10;1;1.0;1.0;0.8700267886297887;0.8700267886297887;0.914961135277758;0.9105103128637252;0.9105103128637252;;1.0;1.0;;1.0;1.0
Case223_10;0;10;0;0.9999999727161684;1.0;-5.57100906226862;-5.57100906226862;0.8261154855643045;0.9739112973412004;0.9739112973412004;;1.0;1.0;;1.0;1.0
Case259_10;1;10;1;1.0;1.0;0.8500086841104004;0.8500086841104004;0.957480567638879;0.972064668699871;0.972064668699871;;1.0;1.0;;1.0;1.0
Case266_10;1;10;1;0.9999999152526478;1.0;0.6440721142794665;0.6440721142794665;0.8770966993893484;0.9795388623917892;0.9795388623917892;;1.0;1.0;;1.0;1.0
Case67_10;0;10;1;1.0;1.0;0.6355194668336563;0.6355194668336563;0.8893462180863756;0.956926114881124;0.956926114881124;;1.0;1.0;;1.0;1.0
Case75_10;1;10;0;0.9999921995728138;1.0;0.6679917195737509;0.6679917195737509;0.8463708742366854;0.9267739310132156;0.9267739310132156;;1.0;1.0;;1.0;1.0
Case178_11;0;11;0;1.0;1.0;0.3910019326066128;0.3910019326066128;1.0;0.9584936267335844;0.9584936267335844;;1.0;1.0;;1.0;1.0
Case206_11;1;11;1;1.0;1.0;0.7820140367835766;0.7820140367835766;1.0;0.9471461594029362;0.9471461594029362;;1.0;1.0;;1.0;1.0
Case215_11;0;11;0;1.0;1.0;0.2579299991811399;0.2579299991811399;1.0;0.9234743576983758;0.9234743576983758;;1.0;1.0;;1.0;1.0
Case259_11;1;11;1;1.0;1.0;0.8567890478275226;0.8567890478275226;1.0;0.9656076704759584;0.9656076704759584;;1.0;1.0;;1.0;1.0
Case277_11;1;11;1;1.0;1.0;0.8405231653486521;0.8405231653486521;1.0;0.9689715443443152;0.9689715443443152;;1.0;1.0;;1.0;1.0
Case44_11;1;11;1;1.0;1.0;0.8308450901123368;0.8308450901123368;1.0;0.9602605740646688;0.9602605740646688;;1.0;1.0;;1.0;1.0
Case83_11;0;11;1;0.9999908548254358;1.0;0.7835347891922723;0.7835347891922723;1.0;0.9550740306002764;0.9550740306002764;;1.0;1.0;;1.0;1.0
Case84_11;0;11;0;1.0;1.0;0.8389304998278166;0.8389304998278166;1.0;0.9626932846323988;0.9626932846323988;;1.0;1.0;;1.0;1.0
Case10_12;1;12;1;0.9613972382867924;1.0;0.9080002909228516;0.9080002909228516;1.0;0.9458523665611442;0.9458523665611442;;1.0;1.0;;1.0;1.0
Case122_12;0;12;0;0.5560036506496273;1.0;0.8506507688418713;0.8506507688418713;1.0;0.9778436321007876;0.9778436321007876;;1.0;1.0;;1.0;1.0
Case178_12;0;12;0;0.9679325983928352;1.0;0.8726349816605028;0.8726349816605028;1.0;0.9839144876182838;0.9839144876182838;;1.0;1.0;;1.0;1.0
Case18_12;1;12;1;0.9998216529948633;1.0;0.8497019145601752;0.8497019145601752;1.0;0.9932807812115004;0.9932807812115004;;1.0;1.0;;1.0;1.0
Case194_12;1;12;1;0.9953749347706126;1.0;0.7704610300824862;0.7704610300824862;1.0;0.9858933101516014;0.9858933101516014;;1.0;1.0;;1.0;1.0
Case238_12;1;12;1;0.9999275026188944;1.0;0.8443059410626609;0.8443059410626609;1.0;0.9900280647555784;0.9900280647555784;;1.0;1.0;;1.0;1.0
Case27_12;0;12;0;0.9657804694387752;1.0;0.8087462235069105;0.8087462235069105;1.0;0.9872146555201858;0.9872146555201858;;1.0;1.0;;1.0;1.0
Case60_12;0;12;0;0.7882583122379649;1.0;0.7436242000827811;0.7436242000827811;1.0;0.9920510113295621;0.9920510113295621;;1.0;1.0;;1.0;1.0
Case12_13;0;13;0;1.0;1.0;0.9108892830487514;0.9108892830487514;1.0;0.9748201841780201;0.9748201841780201;;1.0;1.0;;1.0;1.0
Case135_13;1;13;0;1.0;1.0;0.9418984891036988;0.9418984891036988;1.0;0.9791688142513828;0.9791688142513828;;1.0;1.0;;1.0;1.0
Case188_13;1;13;1;1.0;1.0;0.9758084927641346;0.9758084927641346;1.0;0.927629602611674;0.927629602611674;;1.0;1.0;;1.0;1.0
Case194_13;1;13;1;1.0;1.0;0.8890116558473752;0.8890116558473752;1.0;0.9607618246560644;0.9607618246560644;;1.0;1.0;;1.0;1.0
Case195_13;0;13;0;1.0;1.0;0.8654626156811637;0.8654626156811637;1.0;0.9809502138172276;0.9809502138172276;;1.0;1.0;;1.0;1.0
Case245_13;1;13;0;0.9999946578791438;1.0;0.6072790792469305;0.6072790792469305;1.0;0.9687974313438268;0.9687974313438268;;1.0;1.0;;1.0;1.0
Case89_13;0;13;0;1.0;1.0;0.7148438654616591;0.7148438654616591;1.0;0.9693555408912856;0.9693555408912856;;1.0;1.0;;1.0;1.0
Case90_13;0;13;0;1.0;1.0;0.7634774555139887;0.7634774555139887;1.0;0.9585691879691659;0.9585691879691659;;1.0;1.0;;1.0;1.0
Case135_14;1;14;1;0.999999999999364;1.0;0.8621517560570152;0.8621517560570152;0.11587353324641447;0.9999975227315532;0.9999975227315532;;1.0;1.0;;1.0;1.0
Case18_14;1;14;1;0.9999999998620428;1.0;0.8825739891489683;0.8825739891489683;0.1350446428571429;0.9996814806494576;0.9996814806494576;;1.0;1.0;;1.0;1.0
Case223_14;0;14;0;0.994081531486696;1.0;0.7877031383021946;0.7877031383021946;0.24414824447334216;0.9999975153088184;0.9999975153088184;;1.0;1.0;;1.0;1.0
Case238_14;1;14;1;0.99999999997267;1.0;0.8786899453271801;0.8786899453271801;0.052721642764015586;0.9999157332965742;0.9999157332965742;;1.0;1.0;;1.0;1.0
Case260_14;1;14;1;0.9999628670849822;1.0;0.7641103901623736;0.7641103901623736;0.17902542372881358;0.9999993049290276;0.9999993049290276;;1.0;1.0;;1.0;1.0
Case273_14;0;14;0;0.9999999999942072;1.0;0.6945969368419462;0.6945969368419462;0.1958824814329403;0.9999966732892116;0.9999966732892116;;1.0;1.0;;1.0;1.0
Case27_14;0;14;0;0.9999999988214724;1.0;0.3109580420673339;0.3109580420673339;0.1601647160814912;0.9999965444373264;0.9999965444373264;;1.0;1.0;;1.0;1.0
Case84_14;0;14;0;0.9999999999786428;1.0;-0.22517308333979247;-0.22517308333979247;0.3341718266253869;0.9999896042479663;0.9999896042479663;;1.0;1.0;;1.0;1.0
